组合,关联度系数
"['瘦弱', '恶疮']",0.00683733515598528
"['湿痰', '中风']",0.012407188716496709
"['久泄', '头旋目眩']",0.010050273348987726
"['瘦弱', '赤白痢']",0.00683733515598528
"['烦闷', '发热']",0.010835282016969594
"['腰痛', '烦闷']",0.004242972664745159
"['面色微红', '大便燥结']",0.04439848702821478
"['饮食减少', '头晕']",0.0006725377014487055
"['霍乱', '昏迷']",0.019132447340126396
"['身凉', '脐下冷痛']",0.0076320939582735225
"['霍乱', '自汗']",0.021324471707396375
"['腹痛', '中风']",0.0023974088334859367
"['腰痛', '畏寒']",0.003261217452484755
"['耳鸣', '遗尿']",0.00914082108817893
"['哮喘', '无名肿毒']",0.02859513940520797
"['赤白带不止', '四肢冷']",0.001343494329811512
"['面色萎黄', '经闭']",0.00042960998853680543
"['瘦弱', '便脓血']",0.00211625301813384
"['盗汗', '骨节疼痛']",0.005992674491954286
"['小便浊败', '心烦']",0.0002253400416138973
"['赤白带不止', '小便利数']",0.003589484379745933
"['淋浊', '脚膝无力']",0.021324471707396375
"['心烦', '头旋目眩']",0.004512235511513252
"['腹痛', '大崩不止']",0.0011623278022730998
"['阴痛', '遗尿']",0.006491547895937866
"['子宫冷', '恶心']",0.004539138873223492
"['不孕', '腹胀']",0.0015580130353881616
"['面色萎黄', '子宫冷']",0.0005550032200148936
"['头晕', '发热']",0.005611115947600165
"['经闭', '恶心']",0.008930956187970573
"['畏寒', '腹冷']",0.00576452418118123
"['腰酸', '肢节少力']",0.0076320939582735225
"['短气', '头旋目眩']",0.010050273348987726
"['饮食减少', '胸闷']",0.006415145242576692
"['四肢冷', '唇口青黑']",0.018426349459867597
"['舌红', '脉滑']",0.019640359697692705
"['腹痛', '腹胀']",4.456674863695387e-05
"['瘦弱', '小便利数']",0.00031401630507454925
"['白带', '脉数']",0.004627247034082016
"['呕吐', '湿痰']",0.008352561302177874
"['赤白带不止', '鼻血']",0.008733058854442421
"['头晕', '腰痛']",0.0007210215932007547
"['便脓血', '难产']",0.020303765459181944
"['中风', '心气不足']",0.022838969640623874
"['四肢冷', '经水不止']",0.011573645307837888
"['目赤', '吐血']",0.023531122409372635
"['头晕', '烦闷']",0.0019532143272300573
"['面色萎黄', '肢体浮肿']",0.016167041448566843
"['白带', '惊悸']",0.0007946347073324311
"['小便利数', '苔白']",0.00576452418118123
"['小便浊败', '小便如泔']",0.01255416818203614
"['脚气', '心痛']",0.021324471707396375
"['腹胀', '口苦']",0.007907617142864642
"['不孕', '短气']",0.00299582123714226
"['劳倦', '小便利数']",0.0005679797680586685
"['哮喘', '恶疮']",0.01827796320249106
"['脉沉', '心悸']",0.01030056871749413
"['面色萎黄', '自汗']",0.006622237218436244
"['瘦弱', '眩晕']",0.009650550240495714
"['心悸', '经水不止']",0.014475472936279377
"['难产', '噎膈']",0.037192666255065954
"['呕吐', '昏迷']",0.013168788408466497
"['赤白带不止', '口苦']",0.00033629759116160507
"['小便利数', '脉沉']",0.00576452418118123
"['梦遗', '头痛']",0.014475472936279377
"['赤白带不止', '湿痰']",0.0007760335287019249
"['大崩不止', '子死腹中']",0.009582041597107405
"['小便浊败', '多梦']",0.009582041597107405
"['赤白带不止', '子死腹中']",0.0011035947626309994
"['白带', '心气不足']",0.0003595530306863548
"['瘦弱', '自汗']",0.00683733515598528
"['阴痛', '多尿']",0.01629307705297456
"['白带', '精神失常']",0.004627247034082016
"['赤白带不止', '脐下冷痛']",0.00029433189800953663
"['白带', '阴痒']",0.0003595530306863548
"['淋浊', '湿毒疮']",0.024537707985033824
"['呕吐', '子死腹中']",0.015286818449238848
"['狂言', '咳逆上气']",0.037192666255065954
"['白带', '中暑']",0.004627247034082016
"['瘦弱', '脚气']",0.005046971149682111
"['四肢冷', '心气不足']",0.018426349459867597
"['面色萎黄', '口苦']",0.0019669273927189757
"['久泄', '短气']",0.00914082108817893
"['盗汗', '狂言']",0.015702718197672827
"['身凉', '腰膝疼']",0.006205716750592005
"['小便浊败', '偏头痛']",0.01255416818203614
"['腰痛', '盗汗']",0.002856102667734395
"['赤白痢', '中暑']",0.03393588807636655
"['瘦弱', '腰背疼痛']",0.0037808554173612285
"['梦遗', '多梦']",0.01827796320249106
"['小便浊败', '带下色红']",0.0008032965256523639
"['劳倦', '清稀如涕']",0.010397877874444461
"['心烦', '骨节疼痛']",0.003772932941381202
"['血淋', '吐血']",0.023531122409372635
"['饮食减少', '自汗']",0.006415145242576692
"['半身不遂', '心痛']",0.015286818449238848
"['口苦', '脉滑']",0.01713457936657717
"['大崩不止', '经漏']",0.0028936002341190536
"['乏力', '胸胀胁满']",0.003966520626191017
"['短气', '经水不止']",0.012407188716496709
"['瘦弱', '经闭']",0.0005119965444739805
"['四肢冷', '心悸']",0.01030056871749413
"['乏力', '胸闷']",0.005657791211711061
"['饮食减少', '胁痛']",0.004657524095275645
"['身凉', '腹冷']",0.0028936002341190536
"['赤白带不止', '眩晕']",0.0029405247924940703
"['腹痛', '苔白']",0.00034115759584429917
"['乏力', '骨节疼痛']",0.0008754540610039774
"['小便浊败', '无名肿毒']",0.019476463530442634
"['便脓血', '血淋']",0.01713457936657717
"['乏力', '心悸']",0.00195722594249792
"['吐血', '难产']",0.02675892854910049
"['饮食减少', '腰膝疼']",0.0034242938946187906
"['带下色红', '胸胀胁满']",0.009574683644119064
"['腹痛', '转筋']",0.014433921994875587
"['面色萎黄', '清稀如涕']",0.009419186800400603
"['腰背疼痛', '昏迷']",0.017463018577223904
"['四肢冷', '中风']",0.011573645307837888
"['脉沉', '面浮']",0.025515376706018972
"['久泄', '遗尿']",0.00914082108817893
"['心悸', '不寐']",0.02146188989862105
"['饮食不化', '狂言']",0.022838969640623874
"['赤白带不止', '脚气']",0.00029433189800953663
"['瘦弱', '涕']",0.009650550240495714
"['腰酸', '咳嗽']",0.001597572338149722
"['劳倦', '畏寒']",0.0005679797680586685
"['便脓血', '赤白痢']",0.01713457936657717
"['瘦弱', '月经过多']",0.009650550240495714
"['便溏', '清稀如涕']",0.02675892854910049
"['哮喘', '脚气']",0.016115362685547446
"['咳嗽', '经闭']",0.004578999104574155
"['呕吐', '自汗']",0.015286818449238848
"['身凉', '呕吐']",0.0028936002341190536
"['赤白带不止', '惊悸']",0.00029433189800953663
"['饮食减少', '经漏']",0.0008931125855057287
"['口苦', '面色微红']",0.02742233171896774
"['霍乱', '转筋']",0.031700153688417484
"['赤白带不止', '饮食不化']",1.4181417673397867e-05
"['中风', '昏迷']",0.017463018577223904
"['大崩不止', '淋浊']",0.0076320939582735225
"['舌红', '大便燥结']",0.029986845481917115
"['头晕', '淋沥不断']",0.00299582123714226
"['脉沉', '自汗']",0.015286818449238848
"['中风', '目赤']",0.019640359697692705
"['心烦', '舌干']",0.019863922998671568
"['唇口青黑', '心气不足']",0.030001248512710743
"['面色萎黄', '面浮']",0.016167041448566843
"['头旋目眩', '自汗']",0.01713457936657717
"['咳嗽', '骨节疼痛']",0.006491547895937866
"['面色萎黄', '畏寒']",0.00024855171125814923
"['瘦弱', '惊悸']",0.005046971149682111
"['中风', '唇口青黑']",0.022838969640623874
"['目眩', '呕吐']",0.005281116332400859
"['子宫冷', '腰腿骨节疼痛']",0.005611115947600165
"['小便利数', '短气']",0.006491547895937866
"['霍乱', '唇口青黑']",0.024537707985033824
"['中风', '吐血']",0.019640359697692705
"['大崩不止', '经闭']",0.001960725154799947
"['头痛', '中风']",0.0158083304178466
"['腰酸', '不寐']",0.01255416818203614
"['头痛', '无名肿毒']",0.029986845481917115
"['带下色黄', '面色微红']",0.02742233171896774
"['头晕', '肢节少力']",0.007005980735093564
"['脉滑', '小便黄赤']",0.02675892854910049
"['畏寒', '阴痛']",0.0040887238510319834
"['烦闷', '昏迷']",0.012415390875014198
"['呕吐', '哮喘']",0.01030056871749413
"['劳倦', '惊悸']",0.005697331077714196
"['赤白带不止', '涕']",0.0029405247924940703
"['口苦', '胁痛']",0.014986777259742762
"['白带', '脚膝无力']",5.7945495801403624e-05
"['腹胀', '赤白痢']",0.013826819092021547
"['咳嗽', '偏头痛']",0.01629307705297456
"['脉滑', '面色微红']",0.03393588807636655
"['劳倦', '心热']",0.007536282759963042
"['带下色红', '血淋']",0.011601961656835469
"['腹痛', '四肢冷']",0.00034115759584429917
"['苔黄', '面色微红']",0.031700153688417484
"['瘦弱', '带下色红']",1.9641588374641472e-05
"['淋沥不断', '似血非血']",0.019304639517165878
"['半身不遂', '脚气']",0.013168788408466497
"['饮食不化', '恶疮']",0.019640359697692705
"['大崩不止', '腰酸']",0.00014314575215756964
"['腰痛', '狂言']",0.015157478417639592
"['腹痛', '阴痛']",1.6874418834467164e-06
"['乏力', '口苦']",0.0013357119609571644
"['四肢冷', '腰背疼痛']",0.011573645307837888
"['腰酸', '湿盛带下']",0.019476463530442634
"['带下色红', '哮喘']",0.006889066668230082
"['咳嗽', '无名肿毒']",0.023337357650486446
"['劳倦', '脉沉']",0.0015209234117583015
"['面色萎黄', '涕']",0.009419186800400603
"['白带', '胸胀胁满']",0.0007946347073324311
"['乏力', '烦闷']",0.000298462009429179
"['腰腿骨节疼痛', '多尿']",0.022838969640623874
"['腹胀', '便脓血']",0.007907617142864642
"['腰酸', '小腹疼痛']",0.01255416818203614
"['便脓血', '中风']",0.01336174418234154
"['腰痛', '昏迷']",0.010050565280305568
"['腰酸', '小便利数']",0.001597572338149722
"['饮食减少', '久泄']",0.001298099577804801
"['头晕', '子宫冷']",1.613093891794648e-08
"['腰痛', '中风']",0.008531199625155472
"['苔白', '清稀如涕']",0.018426349459867597
"['霍乱', '心气不足']",0.024537707985033824
"['劳倦', '大崩不止']",5.084766243823591e-05
"['足膝红肿', '脚膝无力']",0.023531122409372635
"['经闭', '腹冷']",0.00630138756018217
"['子宫冷', '盗汗']",0.0009509556847988598
"['呕吐', '唇口青黑']",0.018426349459867597
"['赤白带不止', '腰腿骨节疼痛']",1.4181417673397867e-05
"['咳嗽', '腹胀']",0.004578999104574155
"['面色萎黄', '胸胀胁满']",0.004848209128549108
"['子宫冷', '半身不遂']",0.0024263816044294284
"['烦闷', '口苦']",0.008538744651992947
"['清稀如涕', '脉缓']",0.030001248512710743
"['骨节疼痛', '淋浊']",0.01401730639970275
"['烦闷', '小便黄赤']",0.017643061949642658
"['赤白带不止', '跌打损伤']",0.008733058854442421
"['心烦', '肢节少力']",0.007972965301043577
"['身凉', '遗尿']",0.003495087537801256
"['哮喘', '偏头痛']",0.02146188989862105
"['肢节少力', '湿盛带下']",0.031700153688417484
"['咳嗽', '头旋目眩']",0.007340011515440004
"['饮食减少', '腰酸']",0.00036239837006535325
"['惊悸', '健忘']",0.024537707985033824
"['白带', '鼻血']",0.004627247034082016
"['呕吐', '便脓血']",0.009246858562787452
"['吐血', '精神失常']",0.03393588807636655
"['盗汗', '饮食不化']",0.009030790582168768
"['身凉', '中风']",0.006205716750592005
"['咳嗽', '恶疮']",0.013198470261702455
"['腰酸', '骨节疼痛']",0.003495087537801256
"['腹痛', '四肢酸痛']",0.014433921994875587
"['中风', '难产']",0.022838969640623874
"['大崩不止', '倒产']",0.019476463530442634
"['带下色红', '忧思伤脾']",0.02165009993348649
"['便溏', '脉缓']",0.02675892854910049
"['便脓血', '噎膈']",0.02742233171896774
"['半身不遂', '骨节疼痛']",0.008352561302177874
"['湿痰', '恶疮']",0.01615025183467031
"['盗汗', '短气']",0.005992674491954286
"['白带', '健忘']",0.0003595530306863548
"['乏力', '手足麻木']",0.002799933941922017
"['劳倦', '腰背疼痛']",0.004382418233338514
"['咳嗽', '子死腹中']",0.013198470261702455
"['头晕', '胸闷']",0.008924546984405202
"['白带', '多梦']",5.7945495801403624e-05
"['瘦弱', '经漏']",0.0011166800300792534
"['盗汗', '小便利数']",0.003652096646093339
"['大崩不止', '阴痛']",0.001597572338149722
"['阴痛', '腰腿骨节疼痛']",0.00957568394799524
"['瘦弱', '腰痛']",7.49025836355166e-05
"['骨节疼痛', '跌打损伤']",0.026408465173426487
"['白带', '难产']",0.0003595530306863548
"['哮喘', '头痛']",0.014475472936279377
"['带下色红', '霍乱']",0.009574683644119064
"['乏力', '畏寒']",4.232546917970481e-05
"['劳倦', '五色带下']",0.010397877874444461
"['不孕', '手足麻木']",0.005611115947600165
"['半身不遂', '脚膝无力']",0.015286818449238848
"['便脓血', '哮喘']",0.012058658766836317
"['面色萎黄', '脉缓']",0.009419186800400603
"['胁痛', '月经过多']",0.008290332543797047
"['白带', '大小便不通']",0.0023075760148831836
"['腹痛', '日晡潮热']",0.007175723359321484
"['不孕', '胸胀胁满']",0.0011819823246268513
"['自汗', '脉虚数']",0.01633396255564598
"['呕吐', '满口生疮']",0.012554758195497867
"['脉沉', '便脓血']",0.0021093738785974425
"['久泄', '冷淋']",0.012974912426921253
"['赤白痢', '眼痛']",0.01633396255564598
"['瘦弱', '痰潮']",0.008151542515269894
"['盗汗', '面色不荣']",0.006187471088102359
"['大崩不止', '腰腿骨节疼痛']",0.0009508863092397291
"['心气不足', '胃吐食']",0.01761621943712069
"['带下色红', '腹大']",0.010706317420445532
"['心痛', '气结腹痛']",0.01633396255564598
"['心气不足', '带下腹痛']",0.01761621943712069
"['中风', '无名肿毒']",0.009461648071230566
"['自汗', '子宫虚弱']",0.01633396255564598
"['吐血', '咳血']",0.01633396255564598
"['心悸', '惊悸']",0.0048969222246523225
"['梦遗', '中风']",0.004225366653725443
"['腰酸', '畏寒']",1.9227088937090464e-06
"['腰痛', '脉弱']",0.01095807642944105
"['舌淡', '头胀眩重']",0.013988778972462479
"['失志', '气结腹痛']",0.019590740734345385
"['梦遗', '冷泄']",0.008844399029253769
"['呕吐', '赤白痢']",0.004461635095155431
"['身凉', '赤白痢']",0.0020600953782838327
"['白带', '脏腑积冷']",0.0023075760148831836
"['不孕', '脐腹虚鸣']",0.009299651559373345
"['耳鸣', '带下冷痛']",0.007859956334038881
"['面色萎黄', '四肢亦浮']",0.008029792849697015
"['阴痛', '唯喜干食']",0.011518410589348826
"['不孕', '耳鸣']",0.00012176418222692442
"['口噤', '身痒']",0.019590740734345385
"['苔黄', '质粘稠']",0.01538048504917161
"['脉沉', '久泄']",0.0017712250369464888
"['骨节疼痛', '便脓血']",0.0024246994286143964
"['赤白带不止', '小便如泔']",7.008780064321485e-06
"['瘦弱', '奔豚气']",0.008151542515269894
"['子宫冷', '冷淋']",0.009299651559373345
"['身凉', '腹脐腿足常冷']",0.009650999753242906
"['小便浊败', '睡卧不安']",0.009650999753242906
"['大崩不止', '心腹疼痛']",0.0009508863092397291
"['腰酸', '冷痹']",0.009650999753242906
"['腰痛', '经水不止']",0.0017949070526330213
"['心痛', '失志']",0.011145872591758171
"['饮食不化', '带下腹痛']",0.014620654349145626
"['目眩', '小便淋沥']",0.004404618588973119
"['遗尿', '寒疝']",0.012974912426921253
"['便脓血', '咳血']",0.013447846662905383
"['面色萎黄', '健忘']",0.0017705180952129473
"['瘦弱', '五色带下']",0.0018598065651470042
"['身凉', '满口生疮']",0.009650999753242906
"['久泄', '噎膈']",0.007859956334038881
"['乏力', '小便浊败']",0.003844782590720408
"['白带', '冷汗']",0.0023075760148831836
"['赤白带不止', '脉沉']",0.005175912581564135
"['腹痛', '脉弱']",0.007175723359321484
"['鼻血', '大小便不通']",0.019590740734345385
"['饮食减少', '带下色黄']",3.173144880186385e-08
"['面色萎黄', '头胀眩重']",0.008029792849697015
"['头旋目眩', '鼻血']",0.008318149966497823
"['心悸', '皮肤干燥']",0.013988778972462479
"['四肢冷', '积滞泄泻']",0.012554758195497867
"['小便浊败', '目赤']",0.0020600953782838327
"['经漏', '脐腹腰脚先痛']",0.012554758195497867
"['目赤', '恶疮']",0.007976011383885873
"['手足麻木', '跌打损伤']",0.009461648071230566
"['面色萎黄', '舌红']",0.0002093087668805782
"['劳倦', '牙痛']",0.008542300954462678
"['心气不足', '牙痛']",0.01761621943712069
"['发热', '转筋']",0.009461648071230566
"['带下色红', '漆中毒']",0.010706317420445532
"['心烦', '涕']",0.0031998704808859357
"['目眩', '多尿']",0.004404618588973119
"['苔白', '涕']",0.005611729414364303
"['身凉', '漆中毒']",0.009650999753242906
"['赤白带不止', '舌干']",0.0005472788976589316
"['头痛', '口噤']",0.009461648071230566
"['畏寒', '腹脐腿足常冷']",0.011518410589348826
"['乏力', '心火不静']",0.002796862814062273
"['经闭', '冷泄']",0.006762855360826575
"['霍乱', '口干']",0.008290332543797047
"['呕吐', '难产']",0.005611729414364303
"['胁痛', '目赤']",0.0070662438980906295
"['心痛', '唇口青黑']",0.009214726364298625
"['盗汗', '口干']",0.004404618588973119
"['乏力', '肠鸣']",0.002796862814062273
"['自汗', '口干']",0.009214726364298625
"['头晕', '胃吐食']",0.009299651559373345
"['半身不遂', '头痛']",0.003014205166865014
"['呕吐', '奔豚气']",0.012554758195497867
"['脉沉', '腰背疼痛']",0.003014205166865014
"['久泄', '嗽唾脓痰']",0.012974912426921253
"['目赤', '鼻血']",0.011145872591758171
"['头痛', '柔汗']",0.014620654349145626
"['便脓血', '口苦']",0.0027932193798660965
"['咳嗽', '经漏']",0.0008592791183635873
"['面色萎黄', '脐下冷痛']",0.0004890614610629784
"['瘦弱', '腰脚酸痛']",0.008151542515269894
"['烦闷', '带浊']",0.004128391793126518
"['头晕', '腰腿骨节疼痛']",0.00075645048902373
"['子宫冷', '冷泄']",0.0043973483446007045
"['小便浊败', '痰膈']",0.009650999753242906
"['心气不足', '咳逆上气']",0.012413671258143716
"['腰痛', '头旋目眩']",0.0010431684622567161
"['目眩', '肢体浮肿']",0.006187471088102359
"['中风', '头面虚肿']",0.014620654349145626
"['赤白痢', '血淋']",0.007976011383885873
"['霍乱', '奔豚气']",0.01538048504917161
"['咳逆上气', '胃吐食']",0.019590740734345385
"['腹冷', '腰膝疼']",0.003014205166865014
"['经漏', '小便如泔']",0.005611729414364303
"['身凉', '大便久滑']",0.009650999753242906
"['头痛', '倒产']",0.009461648071230566
"['乏力', '面色不荣']",0.002796862814062273
"['呕吐', '吐血']",0.004461635095155431
"['身凉', '耳鸣']",0.00022046237880857245
"['心痛', '脚膝无力']",0.007976011383885873
"['腹痛', '小便不通']",0.007175723359321484
"['小便利数', '哮喘']",0.001750878058457861
"['阴痛', '腿疼']",0.011518410589348826
"['半身不遂', '哮喘']",0.0025160536564217684
"['心腹疼痛', '喉闭']",0.014620654349145626
"['目赤', '中暑']",0.011145872591758171
"['腰腿骨节疼痛', '腹脐腿足常冷']",0.014620654349145626
"['腹冷', '胁痛']",0.0036408365184352753
"['眩晕', '骨热']",0.01761621943712069
"['骨节疼痛', '眼痛']",0.012974912426921253
"['目眩', '带下冷痛']",0.006187471088102359
"['自汗', '咳逆上气']",0.011145872591758171
"['吐血', '喉闭']",0.01633396255564598
"['胸胀胁满', '冷泄']",0.010206908909166201
"['苔黄', '胸闷']",0.0070662438980906295
"['骨节疼痛', '发热']",0.0033597800969557
"['腰酸', '手足麻木']",0.0009508863092397291
"['白带频下', '腹脐腿足常冷']",0.0248220402102695
"['心烦', '痰涕粘涎']",0.009839757693599849
"['中暑', '气结腹痛']",0.019590740734345385
"['四肢冷', '肢体浮肿']",0.0074546005127247295
"['多梦', '倒产']",0.011145872591758171
"['便溏', '寒疝']",0.01633396255564598
"['赤白带不止', '腰膝疼']",0.0013545225088690271
"['不孕', '言语艰涩']",0.009299651559373345
"['小便浊败', '思虑过度']",0.0047175739682145945
"['腹痛', '心悸']",7.023082530754898e-06
"['狂言', '失志']",0.012413671258143716
"['劳倦', '冷泄']",0.0037189460253055917
"['大崩不止', '疔疮']",0.009650999753242906
"['似血非血', '小便黄赤']",0.010468011206801783
"['腰膝疼', '赤白痢']",0.0063502926416624805
"['便脓血', '大小便不通']",0.013447846662905383
"['瘦弱', '昏迷']",0.0005456070719949135
"['子宫冷', '大崩不止']",0.0009699896110793027
"['腰酸', '梦遗']",0.0006228844894732299
"['目赤', '精神失常']",0.011145872591758171
"['腰痛', '少腹发凉']",0.01095807642944105
"['湿痰', '鼻血']",0.007859956334038881
"['耳鸣', '腰腿骨节疼痛']",0.0033597800969557
"['不孕', '口噤']",0.0043973483446007045
"['盗汗', '阴痛']",0.00026585738062601116
"['身凉', '哮喘']",0.0006228844894732299
"['肢体浮肿', '牙痛']",0.019590740734345385
"['白带', '冷淋']",0.0023075760148831836
"['腹痛', '胃弱']",0.007175723359321484
"['中风', '子死腹中']",0.0063502926416624805
"['唇口青黑', '冷汗']",0.01761621943712069
"['烦闷', '胸胀胁满']",0.0033226274589903126
"['目眩', '畏寒']",0.00026585738062601116
"['狂言', '气结腹痛']",0.01761621943712069
"['咳嗽', '短气']",0.0010979030419328573
"['瘦弱', '带下赤白']",0.008151542515269894
"['脐下冷痛', '唇口青黑']",0.008290332543797047
"['经漏', '短气']",0.0017712250369464888
"['发热', '唇口青黑']",0.007559698040567775
"['带下色红', '精神失常']",0.005696190008969648
"['湿痰', '痰潮']",0.012974912426921253
"['便脓血', '小肠冷气疼']",0.013447846662905383
"['腹胀', '肢体浮肿']",0.006762855360826575
"['脚气', '脐腹虚鸣']",0.01538048504917161
"['身凉', '精神失常']",0.0047175739682145945
"['盗汗', '头痛']",0.0019885954816628026
"['赤白带不止', '呕酸']",0.00435094339622899
"['阴肿', '柔汗']",0.019590740734345385
"['腹胀', '苔白']",0.0010371496748695641
"['半身不遂', '心气不足']",0.005611729414364303
"['呕吐', '月经过多']",0.005611729414364303
"['白带', '小肠冷气疼']",0.0023075760148831836
"['腹痛', '呕逆']",0.0025488687415475275
"['中风', '血淋']",0.0063502926416624805
"['小便利数', '心热']",0.0035600615620385856
"['咳嗽', '心热']",0.0035600615620385856
"['阴痛', '寒疝']",0.011518410589348826
"['劳倦', '偏头痛']",0.0021540108230925226
"['带下冷痛', '脉虚冷']",0.019590740734345385
"['苔黄', '湿毒疮']",0.008290332543797047
"['经漏', '子宫虚弱']",0.012554758195497867
"['呕吐', '疔疮']",0.012554758195497867
"['目眩', '半身不遂']",0.0007062308575941367
"['头痛', '手足麻木']",0.004783536763399876
"['头晕', '不寐']",0.002753133115959927
"['鼻血', '喉闭']",0.019590740734345385
"['久泄', '经水不止']",0.0033597800969557
"['腰痛', '阴痛']",0.00018133000096631768
"['湿痰', '头目彻痛']",0.012974912426921253
"['自汗', '带下腹痛']",0.01633396255564598
"['不孕', '小肠疝气']",0.009299651559373345
"['腰背疼痛', '浑身浮肿']",0.014620654349145626
"['子宫冷', '脐下冷痛']",0.0011819823246268513
"['胸闷', '脉象弦数']",0.01633396255564598
"['腰酸', '短气']",0.00022046237880857245
"['身凉', '浑身浮肿']",0.009650999753242906
"['呕吐', '转筋']",0.0074546005127247295
"['便溏', '冷淋']",0.01633396255564598
"['白带', '喉闭']",0.0023075760148831836
"['乏力', '经候不利']",0.007473810084170085
"['咳嗽', '脚气']",0.0027845466079761128
"['自汗', '日晡潮热']",0.01633396255564598
"['腹胀', '肠虚滑泄']",0.011833240977537685
"['小便浊败', '口干']",0.0030421072955542083
"['大崩不止', '涕']",0.0030421072955542083
"['膈气', '小肠冷气疼']",0.019590740734345385
"['脉沉', '脉弱']",0.012554758195497867
"['心烦', '脉沉']",0.00015513084039298075
"['便脓血', '鼻血']",0.008318149966497823
"['瘦弱', '子宫虚弱']",0.008151542515269894
"['不寐', '肠红痔血']",0.01761621943712069
"['头晕', '经水不止']",0.00075645048902373
"['久泄', '哮喘']",0.0028465342066379407
"['短气', '嗽唾脓痰']",0.012974912426921253
"['便脓血', '无名肿毒']",0.008318149966497823
"['头旋目眩', '嗽唾脓痰']",0.013447846662905383
"['心腹疼痛', '自汗']",0.0063502926416624805
"['苔白', '饮食不化']",0.003014205166865014
"['带下色红', '自汗']",0.002884366328288257
"['短气', '发热']",0.0033597800969557
"['盗汗', '便脓血']",0.0012059889059463091
"['乏力', '唇口青黑']",0.0013789692323201153
"['满口生疮', '痰潮']",0.0248220402102695
"['昏迷', '脚气']",0.006171159659096509
"['苔黄', '脉弦数']",0.01538048504917161
"['脉沉', '面色不荣']",0.0074546005127247295
"['饮食不化', '涕']",0.007559698040567775
"['腹痛', '小肠及外肾肿痛']",0.007175723359321484
"['狂言', '热结血室']",0.01761621943712069
"['小便利数', '健忘']",0.0046650526762114786
"['劳倦', '无名肿毒']",0.0037189460253055917
"['短气', '带下色黑']",0.012974912426921253
"['舌红', '脉虚冷']",0.014620654349145626
"['湿痰', '带下如倾']",0.007859956334038881
"['腹痛', '梦遗']",7.023082530754898e-06
"['中风', '身痒']",0.014620654349145626
"['头晕', '昏迷']",0.0011819823246268513
"['不寐', '健忘']",0.010468011206801783
"['久泄', '心热']",0.00483721885040761
"['口干', '心火不静']",0.012413671258143716
"['饮食减少', '腰背疼痛']",0.00017340285231198793
"['头旋目眩', '子宫虚弱']",0.013447846662905383
"['瘦弱', '心悸']",8.300855580445354e-05
"['昏迷', '胃吐食']",0.01538048504917161
"['脚膝无力', '大便久滑']",0.01633396255564598
"['肠鸣', '口唇龈内皆白']",0.019590740734345385
"['头晕', '带下冷痛']",0.0043973483446007045
"['苔白', '胸胀胁满']",0.0036408365184352753
"['身凉', '腹或阴中疼痛']",0.009650999753242906
"['腰痛', '苦渴']",0.01095807642944105
"['盗汗', '呕吐']",0.0007062308575941367
"['心热', '血淋']",0.007976011383885873
"['乏力', '苔黄']",0.00026339220800314367
"['饮食减少', '脚膝无力']",0.0008954903591888441
"['不孕', '咳嗽']",3.279363719088657e-05
"['霍乱', '脚膝无力']",0.0070662438980906295
"['心悸', '肠红痔血']",0.013988778972462479
"['皮肤干燥', '脉虚细']",0.0248220402102695
"['哮喘', '狂言']",0.0069571322453921
"['乏力', '脉虚数']",0.007473810084170085
"['咳逆上气', '失志']",0.014373789524574812
"['骨节疼痛', '偏头痛']",0.006002228563811635
"['不孕', '头目彻痛']",0.009299651559373345
"['经闭', '湿痰']",0.0012912391536421541
"['瘦弱', '呕酸']",0.008151542515269894
"['经闭', '口噤']",0.006762855360826575
"['难产', '偏头痛']",0.010468011206801783
"['白带', '狂言']",0.0010238039522492137
"['饮食不化', '肠鸣']",0.009461648071230566
"['耳鸣', '小便血浊']",0.012974912426921253
"['小便利数', '气结腹痛']",0.011518410589348826
"['经闭', '多梦']",0.003829788745191409
"['腹胀', '恶疮']",0.003829788745191409
"['瘦弱', '骨节疼痛']",5.9478854836925166e-06
"['子宫冷', '头旋目眩']",0.0002563089799911822
"['脚气', '牙痛']",0.01538048504917161
"['腹痛', '脉迟弱']",0.007175723359321484
"['鼻血', '头面虚肿']",0.019590740734345385
"['头晕', '脉沉']",4.1385265805216065e-05
"['小便浊败', '手足麻木']",0.0009508863092397291
"['口苦', '疔疮']",0.013447846662905383
"['久泄', '白带频下']",0.012974912426921253
"['五色带下', '呕逆']",0.012413671258143716
"['饮食不化', '转筋']",0.009461648071230566
"['赤白带不止', '口干']",7.008780064321485e-06
"['腹痛', '小肠冷气疼']",0.007175723359321484
"['乏力', '脉虚细']",0.007473810084170085
"['咳嗽', '不寐']",0.0046650526762114786
"['劳倦', '胸闷']",0.0012829948624071275
"['小便浊败', '舌干']",0.0047175739682145945
"['脉沉', '四肢拘急']",0.012554758195497867
"['心烦', '腰背疼痛']",0.0010616747346155475
"['赤白痢', '精神失常']",0.011145872591758171
"['经闭', '口苦']",0.0015987704635871958
"['吐血', '眼痛']",0.01633396255564598
"['白带', '痰涕粘涎']",0.0023075760148831836
"['恶心', '中风']",0.004225366653725443
"['肠鸣', '四肢亦浮']",0.019590740734345385
"['白带', '带浊']",0.0027284288853437477
"['目眩', '脏腑积冷']",0.011227847879652003
"['短气', '日晡潮热']",0.012974912426921253
"['经闭', '难产']",0.0049498742392387884
"['头旋目眩', '舌干']",0.008318149966497823
"['瘦弱', '苔白']",5.712358548382035e-05
